Qf,Time,X,Y,Alpha,Temp(degC)
540,2.5,0,1.08,0.08897045311,46.50784527
540,2.5,0,1.1,0.08895630593,46.50477538
540,2.5,0,1.12,0.08894241551,46.50176015
540,2.5,0,1.14,0.08892878186,46.49879961
540,2.5,0,1.16,0.08891540498,46.49589374
540,2.5,0,1.18,0.08890228487,46.49304255
540,2.5,0,1.2,0.08888942152,46.49024603
540,2.5,0,1.22,0.08887681493,46.4875042
540,2.5,0,1.24,0.08886446512,46.48481704
540,2.5,0,1.26,0.08885237207,46.48218455
540,2.5,0,1.28,0.08884053578,46.47960675
540,2.5,0,1.3,0.08882895627,46.47708362
540,2.5,0,1.32,0.08881763351,46.47461517
540,2.5,0,1.34,0.08880656753,46.47220139
540,2.5,0,1.36,0.08879575831,46.46984229
540,2.5,0,1.38,0.08878520586,46.46753787
540,2.5,0,1.4,0.08876487125,46.46528813
